sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr15:90679180-90679203	CPNE8	1.0876	19.931	1.0876	19.931	3.3257	177.53	2.2222	12.64	1	8.2421e-37	1.6484e-36	4.1857e-35	True
chr11:29536896-29536919	MTIF2	13.051	110.09	13.051	110.09	2.983	4708.7	60.722	12.453	1	7.0253e-36	1.4051e-35	3.5482e-34	True
chr14:14120078-14120101	PSMD6	25.015	175.58	25.015	175.58	2.7629	11335	151.86	12.218	1	1.2719e-34	2.5438e-34	6.3886e-33	True
chr15:76600469-76600492	CPSF1	15.226	119.58	15.226	119.58	2.8936	5445.4	75.338	12.023	1	1.3973e-33	2.7947e-33	6.9807e-32	True
chr7:101902132-101902155	TOMT	0	18.982	1.0876	18.982	3.2588	180.15	2.2222	12.004	1	2.2143e-33	4.4286e-33	1.0943e-31	True
chr2:26926868-26926891	SURF4	0	18.982	1.0876	18.982	3.2588	180.15	2.2222	12.004	1	2.2143e-33	4.4286e-33	1.0943e-31	True
chr7:140652188-140652211	OLFR53	16.314	124.33	16.314	124.33	2.8557	5833.8	83	11.856	1	1.0354e-32	2.0708e-32	5.0896e-31	True
chr2:86658360-86658383	OLFR1085	6.5256	63.589	6.5256	63.589	3.1014	1628.1	23.33	11.814	1	1.8104e-32	3.6208e-32	8.8518e-31	True
chr4:145155829-145155852	VPS13D	16.314	123.38	16.314	123.38	2.8448	5731.7	83	11.752	1	3.5724e-32	7.1447e-32	1.7374e-30	True
chr8:71543428-71543451	FAM125A	2.1752	29.422	2.1752	29.422	3.2602	371.19	5.394	11.732	1	5.32e-32	1.064e-31	2.5603e-30	True
chr2:119035311-119035334	RPUSD2	2.1752	29.422	2.1752	29.422	3.2602	371.19	5.394	11.732	1	5.32e-32	1.064e-31	2.5603e-30	True
chr13:30906791-30906814	EXOC2	11.964	97.756	11.964	97.756	2.9294	3680.2	53.786	11.698	1	6.8732e-32	1.3746e-31	3.2906e-30	True
chr2:84616659-84616682	CTNND1	10.876	90.163	10.876	90.163	2.9404	3143.2	47.112	11.551	1	3.8465e-31	7.693e-31	1.832e-29	True
chr11:105329220-105329243	MRC2	6.5256	61.691	6.5256	61.691	3.0584	1521.6	23.33	11.421	1	1.7992e-30	3.5983e-30	8.5247e-29	True
chr17:80227833-80227856	GEMIN6	109.85	518.2	109.85	518.2	2.2277	83376	1284.5	11.394	1	2.2521e-30	4.5042e-30	1.0616e-28	True
chr11:59208584-59208607	2310033P09RIK	0	18.033	1.0876	18.033	3.1886	162.59	2.2222	11.367	1	3.9771e-30	7.9542e-30	1.8371e-28	True
chr11:67334962-67334985	MYH13	0	18.033	1.0876	18.033	3.1886	162.59	2.2222	11.367	1	3.9771e-30	7.9542e-30	1.8371e-28	True
chr7:45498886-45498909	NUCB1	0	18.033	1.0876	18.033	3.1886	162.59	2.2222	11.367	1	3.9771e-30	7.9542e-30	1.8371e-28	True
chr18:36776257-36776280	HARS	0	18.033	1.0876	18.033	3.1886	162.59	2.2222	11.367	1	3.9771e-30	7.9542e-30	1.8371e-28	True
chr18:24619369-24619392	ELP2	29.365	186.02	29.365	186.02	2.6227	12271	190.81	11.341	1	4.1931e-30	8.3863e-30	1.9272e-28	True
chr11:105333709-105333732	MRC2	2.1752	28.473	2.1752	28.473	3.2145	345.78	5.394	11.323	1	6.1217e-30	1.2243e-29	2.7995e-28	True
chr11:29538661-29538684	MTIF2	9.7884	81.621	9.7884	81.621	2.937	2580	40.713	11.258	1	1.1299e-29	2.2599e-29	5.1417e-28	True
chr17:46122788-46122811	MRPS18A	50.03	276.18	50.03	276.18	2.4414	25573	409.88	11.171	1	2.8572e-29	5.7144e-29	1.2938e-27	True
chr9:109839636-109839659	NME6	3.2628	37.014	3.2628	37.014	3.1567	569.59	9.1864	11.136	1	4.887e-29	9.7741e-29	2.202e-27	True
chr14:57999026-57999049	EFHA1	2.1752	27.524	2.1752	27.524	3.1672	321.27	5.394	10.914	1	5.9682e-28	1.1936e-27	2.6502e-26	True
chr9:57700813-57700836	CYP1A1	2.1752	27.524	2.1752	27.524	3.1672	321.27	5.394	10.914	1	5.9682e-28	1.1936e-27	2.6502e-26	True
chr8:105478755-105478778	ZDHHC1	2.1752	27.524	2.1752	27.524	3.1672	321.27	5.394	10.914	1	5.9682e-28	1.1936e-27	2.6502e-26	True
chr7:45170444-45170467	SLC17A7	8.7008	72.131	8.7008	72.131	2.9143	2011.7	34.605	10.783	1	2.2333e-27	4.4665e-27	9.8693e-26	True
chr4:108848368-108848391	KTI12	0	17.084	1.0876	17.084	3.1148	145.92	2.2222	10.73	1	4.7772e-27	9.5543e-27	2.0616e-25	True
chr1:180726205-180726228	ACBD3	0	17.084	1.0876	17.084	3.1148	145.92	2.2222	10.73	1	4.7772e-27	9.5543e-27	2.0616e-25	True
chrX:145340931-145340954	LHFPL1	1.0876	17.084	1.0876	17.084	3.1148	127.94	2.2222	10.73	1	4.7772e-27	9.5543e-27	2.0616e-25	True
chr4:93335129-93335152	TUSC1	0	17.084	1.0876	17.084	3.1148	145.92	2.2222	10.73	1	4.7772e-27	9.5543e-27	2.0616e-25	True
chr6:127923627-127923650	TSPAN11	1.0876	17.084	1.0876	17.084	3.1148	127.94	2.2222	10.73	1	4.7772e-27	9.5543e-27	2.0616e-25	True
chr8:95637922-95637945	GINS3	14.139	101.55	14.139	101.55	2.76	3820.6	67.91	10.608	1	1.4369e-26	2.8738e-26	6.1721e-25	True
chr18:7443993-7444016	MPP7	8.7008	70.232	8.7008	70.232	2.8764	1893.1	34.605	10.46	1	7.0852e-26	1.417e-25	3.0292e-24	True
chr5:113097741-113097764	2900026A02RIK	4.3504	42.709	4.3504	42.709	3.0302	735.69	13.482	10.447	1	8.5749e-26	1.715e-25	3.6156e-24	True
chr2:5961256-5961279	UPF2	4.3504	42.709	4.3504	42.709	3.0302	735.69	13.482	10.447	1	8.5749e-26	1.715e-25	3.6156e-24	True
chr12:105808607-105808630	PAPOLA	25.015	153.75	25.015	153.75	2.5726	8286.6	151.86	10.447	1	7.7511e-26	1.5502e-25	3.2985e-24	True
chr14:32095420-32095443	OXNAD1	7.6132	63.589	7.6132	63.589	2.9067	1566.6	28.803	10.43	1	9.8195e-26	1.9639e-25	4.1215e-24	True
chr9:66795252-66795275	APH1B	14.139	99.654	14.139	99.654	2.7331	3656.4	67.91	10.377	1	1.6459e-25	3.2918e-25	6.877e-24	True
chr15:8134111-8134134	NUP155	18.489	121.48	18.489	121.48	2.6518	5303.9	98.991	10.352	1	2.121e-25	4.242e-25	8.8218e-24	True
chr7:44016105-44016128	KLK1B26	7.6132	62.64	7.6132	62.64	2.8853	1514	28.803	10.253	1	6.2177e-25	1.2435e-24	2.5744e-23	True
chr8:107057356-107057379	NIP7	15.226	103.45	15.226	103.45	2.6864	3891.7	75.338	10.164	1	1.4894e-24	2.9788e-24	6.1393e-23	True
chr2:154592204-154592227	PXMP4	8.7008	68.334	8.7008	68.334	2.8374	1778.1	34.605	10.137	1	2.0274e-24	4.0549e-24	8.3197e-23	True
chr7:28732636-28732659	FBXO17	0	16.134	1.0876	16.134	3.037	130.16	2.2222	10.094	1	3.8388e-24	7.6775e-24	1.5275e-22	True
chr5:137747362-137747385	TSC22D4	0	16.134	1.0876	16.134	3.037	130.16	2.2222	10.094	1	3.8388e-24	7.6775e-24	1.5275e-22	True
chr14:30505557-30505580	DCP1A	0	16.134	1.0876	16.134	3.037	130.16	2.2222	10.094	1	3.8388e-24	7.6775e-24	1.5275e-22	True
chr9:107901248-107901271	MON1A	0	16.134	1.0876	16.134	3.037	130.16	2.2222	10.094	1	3.8388e-24	7.6775e-24	1.5275e-22	True
chr14:55745892-55745915	2610027L16RIK	0	16.134	1.0876	16.134	3.037	130.16	2.2222	10.094	1	3.8388e-24	7.6775e-24	1.5275e-22	True
chr2:119035393-119035416	RPUSD2	0	16.134	1.0876	16.134	3.037	130.16	2.2222	10.094	1	3.8388e-24	7.6775e-24	1.5275e-22	True
chr13:94877206-94877229	OTP	1.0876	16.134	1.0876	16.134	3.037	113.2	2.2222	10.094	1	3.8388e-24	7.6775e-24	1.5275e-22	True
chr16:30601191-30601214	FAM43A	5.438	48.403	5.438	48.403	2.9399	923.01	18.211	10.068	1	4.2533e-24	8.5065e-24	1.6852e-22	True
chr7:22190228-22190251	VMN1R143	6.5256	55.047	6.5256	55.047	2.8968	1177.2	23.33	10.046	1	5.2662e-24	1.0532e-23	2.0775e-22	True
chr6:28244398-28244421	ZFP800	19.577	123.38	19.577	123.38	2.5957	5387.7	107.31	10.021	1	6.3597e-24	1.2719e-23	2.4982e-22	True
chr14:59419315-59419338	SETDB2	11.964	85.418	11.964	85.418	2.7369	2697.8	53.786	10.016	1	6.853e-24	1.3706e-23	2.6805e-22	True
chr11:108931530-108931553	AXIN2	7.6132	60.742	7.6132	60.742	2.8416	1411.3	28.803	9.8994	1	2.2716e-23	4.5432e-23	8.8477e-22	True
chr5:100883427-100883450	AGPAT9	3.2628	33.218	3.2628	33.218	3.0049	448.66	9.1864	9.8833	1	2.8634e-23	5.7268e-23	1.1106e-21	True
chr9:109839635-109839658	NME6	9.7884	72.131	9.7884	72.131	2.761	1943.3	40.713	9.7704	1	8.0441e-23	1.6088e-22	3.1068e-21	True
chr4:47474987-47475010	SEC61B	7.6132	59.792	7.6132	59.792	2.8193	1361.3	28.803	9.7225	1	1.3107e-22	2.6214e-22	5.041e-21	True
chr8:85079677-85079700	WDR83	2.1752	24.676	2.1752	24.676	3.0155	253.15	5.394	9.6883	1	2.0478e-22	4.0956e-22	7.7782e-21	True
chr7:30563597-30563620	U2AF1L4	2.1752	24.676	2.1752	24.676	3.0155	253.15	5.394	9.6883	1	2.0478e-22	4.0956e-22	7.7782e-21	True
chr7:6383579-6383602	ZFP28	2.1752	24.676	2.1752	24.676	3.0155	253.15	5.394	9.6883	1	2.0478e-22	4.0956e-22	7.7782e-21	True
chr11:115935376-115935399	SAP30BP	39.154	203.1	39.154	203.1	2.3457	13440	288.03	9.6604	1	2.2433e-22	4.4866e-22	8.4858e-21	True
chr19:4106928-4106951	PITPNM1	5.438	46.505	5.438	46.505	2.8834	843.26	18.211	9.6233	1	3.5472e-22	7.0944e-22	1.3363e-20	True
chr9:44985619-44985642	CD3D	3.2628	32.269	3.2628	32.269	2.9643	420.68	9.1864	9.5701	1	6.2137e-22	1.2427e-21	2.3313e-20	True
chr15:51799261-51799284	EIF3H	11.964	81.621	11.964	81.621	2.6721	2426.1	53.786	9.4981	1	1.127e-21	2.2539e-21	4.211e-20	True
chr11:95265210-95265233	TAC4	0	15.185	1.0876	15.185	2.9548	115.3	2.2222	9.457	1	2.0645e-21	4.129e-21	7.5007e-20	True
chr7:144508235-144508258	PPFIA1	0	15.185	1.0876	15.185	2.9548	115.3	2.2222	9.457	1	2.0645e-21	4.129e-21	7.5007e-20	True
chr13:31807379-31807402	FOXC1	0	15.185	1.0876	15.185	2.9548	115.3	2.2222	9.457	1	2.0645e-21	4.129e-21	7.5007e-20	True
chrX:98149925-98149948	AR	0	15.185	1.0876	15.185	2.9548	115.3	2.2222	9.457	1	2.0645e-21	4.129e-21	7.5007e-20	True
chr9:39839575-39839598	OLFR971	0	15.185	1.0876	15.185	2.9548	115.3	2.2222	9.457	1	2.0645e-21	4.129e-21	7.5007e-20	True
chr11:70005978-70006001	DVL2	0	15.185	1.0876	15.185	2.9548	115.3	2.2222	9.457	1	2.0645e-21	4.129e-21	7.5007e-20	True
chr13:58099646-58099669	KLHL3	0	15.185	1.0876	15.185	2.9548	115.3	2.2222	9.457	1	2.0645e-21	4.129e-21	7.5007e-20	True
chr14:50925580-50925603	APEX1	4.3504	38.913	4.3504	38.913	2.8991	597.27	13.482	9.413	1	2.7323e-21	5.4646e-21	9.888e-20	True
chr8:83668184-83668207	PTGER1	15.226	96.807	15.226	96.807	2.5916	3327.7	75.338	9.3989	1	2.8701e-21	5.7402e-21	1.0346e-19	True
chr13:100127857-100127880	SMN1	19.577	116.74	19.577	116.74	2.5165	4720.1	107.31	9.3795	1	3.415e-21	6.83e-21	1.2262e-19	True
chr13:84284060-84284083	TMEM161B	11.964	80.672	11.964	80.672	2.6554	2360.4	53.786	9.3687	1	3.8719e-21	7.7438e-21	1.3848e-19	True
chr4:123909665-123909688	MYCBP	3.2628	31.32	3.2628	31.32	2.9225	393.6	9.1864	9.257	1	1.2237e-20	2.4474e-20	4.3262e-19	True
chr14:55720813-55720836	RABGGTA	3.2628	31.32	3.2628	31.32	2.9225	393.6	9.1864	9.257	1	1.2237e-20	2.4474e-20	4.3262e-19	True
chr5:111419889-111419912	MN1	3.2628	31.32	3.2628	31.32	2.9225	393.6	9.1864	9.257	1	1.2237e-20	2.4474e-20	4.3262e-19	True
chr13:97191211-97191234	HEXB	7.6132	56.945	7.6132	56.945	2.7501	1216.8	28.803	9.192	1	2.091e-20	4.1821e-20	7.3643e-19	True
chr5:30389770-30389793	OTOF	4.3504	37.963	4.3504	37.963	2.8644	564.92	13.482	9.1546	1	3.0942e-20	6.1883e-20	1.0814e-18	True
chr5:140331132-140331155	FTSJ2	16.314	99.654	16.314	99.654	2.5394	3472.8	83	9.1478	1	3.0165e-20	6.0331e-20	1.0583e-18	True
chr3:58545259-58545282	EIF2A	11.964	78.774	11.964	78.774	2.6215	2231.8	53.786	9.1098	1	4.3487e-20	8.6974e-20	1.5084e-18	True
chr4:116992867-116992890	UROD	11.964	78.774	11.964	78.774	2.6215	2231.8	53.786	9.1098	1	4.3487e-20	8.6974e-20	1.5084e-18	True
chr8:85303350-85303373	ORC6	43.504	207.85	43.504	207.85	2.2305	13505	335.12	8.9776	1	1.3962e-19	2.7925e-19	4.8249e-18	True
chr14:20686550-20686573	SEC24C	22.84	126.23	22.84	126.23	2.416	5344.6	133.46	8.9494	1	1.8318e-19	3.6637e-19	6.3065e-18	True
chr4:59213932-59213955	UGCG	10.876	72.131	10.876	72.131	2.6224	1876.1	47.112	8.9243	1	2.3779e-19	4.7559e-19	8.156e-18	True
chr17:34033603-34033626	RXRB	4.3504	37.014	4.3504	37.014	2.8288	533.47	13.482	8.8961	1	3.2799e-19	6.5599e-19	1.1208e-17	True
chr13:66930019-66930042	MTERFD1	14.139	87.316	14.139	87.316	2.5444	2677.5	67.91	8.8799	1	3.4952e-19	6.9904e-19	1.1899e-17	True
chr15:25364776-25364799	BASP1	2.1752	22.778	2.1752	22.778	2.9047	212.24	5.394	8.871	1	4.3905e-19	8.781e-19	1.4837e-17	True
chr5:113097666-113097689	2900026A02RIK	6.5256	49.353	6.5256	49.353	2.7422	917.07	23.33	8.8667	1	4.1332e-19	8.2664e-19	1.4019e-17	True
chr2:167024441-167024464	DDX27	15.226	92.061	15.226	92.061	2.5198	2951.8	75.338	8.8522	1	4.4678e-19	8.9356e-19	1.5043e-17	True
chr16:10835205-10835228	A630055G03RIK	0	14.236	1.0876	14.236	2.8676	101.34	2.2222	8.8204	1	7.4344e-19	1.4869e-18	2.4406e-17	True
chr8:25038435-25038458	HTRA4	0	14.236	1.0876	14.236	2.8676	101.34	2.2222	8.8204	1	7.4344e-19	1.4869e-18	2.4406e-17	True
chr7:4742203-4742226	SUV420H2	0	14.236	1.0876	14.236	2.8676	101.34	2.2222	8.8204	1	7.4344e-19	1.4869e-18	2.4406e-17	True
chr6:3376397-3376420	SAMD9L	0	14.236	1.0876	14.236	2.8676	101.34	2.2222	8.8204	1	7.4344e-19	1.4869e-18	2.4406e-17	True
chr4:44012980-44013003	CLTA	1.0876	14.236	1.0876	14.236	2.8676	86.444	2.2222	8.8204	1	7.4344e-19	1.4869e-18	2.4406e-17	True
chr1:193330168-193330191	LAMB3	0	14.236	1.0876	14.236	2.8676	101.34	2.2222	8.8204	1	7.4344e-19	1.4869e-18	2.4406e-17	True
chr13:24820810-24820833	ACOT13	0	14.236	1.0876	14.236	2.8676	101.34	2.2222	8.8204	1	7.4344e-19	1.4869e-18	2.4406e-17	True
chr2:85984276-85984299	OLFR1030	38.066	182.22	38.066	182.22	2.2296	10391	276.61	8.6677	1	2.2293e-18	4.4586e-18	7.2924e-17	True
chr7:89404825-89404848	FZD4	7.6132	54.098	7.6132	54.098	2.6774	1080.4	28.803	8.6615	1	2.5255e-18	5.0509e-18	8.1739e-17	True
chr2:12397489-12397512	FAM188A	7.6132	54.098	7.6132	54.098	2.6774	1080.4	28.803	8.6615	1	2.5255e-18	5.0509e-18	8.1739e-17	True
chr13:21658783-21658806	OLFR1361	7.6132	54.098	7.6132	54.098	2.6774	1080.4	28.803	8.6615	1	2.5255e-18	5.0509e-18	8.1739e-17	True
chr6:124700037-124700060	LPCAT3	18.489	104.4	18.489	104.4	2.4351	3690.3	98.991	8.6347	1	3.0393e-18	6.0785e-18	9.8024e-17	True
chr14:25646839-25646862	ZMIZ1	3.2628	29.422	3.2628	29.422	2.8352	342.14	9.1864	8.6307	1	3.548e-18	7.0961e-18	1.1364e-16	True
chr4:126611932-126611955	5730409E04RIK	3.2628	29.422	3.2628	29.422	2.8352	342.14	9.1864	8.6307	1	3.548e-18	7.0961e-18	1.1364e-16	True
chr5:93187788-93187811	CCNI	8.7008	58.843	8.7008	58.843	2.625	1257.1	34.605	8.5239	1	8.2874e-18	1.6575e-17	2.6451e-16	True
chr18:3423535-3423558	CUL2	5.438	41.76	5.438	41.76	2.7316	659.64	18.211	8.5113	1	9.5695e-18	1.9139e-17	3.0437e-16	True
chr12:75965973-75965996	SYNE2	2.1752	21.829	2.1752	21.829	2.8459	193.14	5.394	8.4624	1	1.5871e-17	3.1741e-17	5.0304e-16	True
chr11:49261221-49261244	MGAT1	4.3504	35.116	4.3504	35.116	2.7549	473.27	13.482	8.3791	1	3.0234e-17	6.0468e-17	9.5175e-16	True
chr7:5059588-5059611	CCDC106	4.3504	35.116	4.3504	35.116	2.7549	473.27	13.482	8.3791	1	3.0234e-17	6.0468e-17	9.5175e-16	True
chr6:34875556-34875579	3110062M04RIK	3.2628	28.473	3.2628	28.473	2.7895	317.77	9.1864	8.3176	1	5.2245e-17	1.0449e-16	1.6224e-15	True
chr19:25673566-25673589	DMRT2	3.2628	28.473	3.2628	28.473	2.7895	317.77	9.1864	8.3176	1	5.2245e-17	1.0449e-16	1.6224e-15	True
chr7:45701336-45701359	CAR11	3.2628	28.473	3.2628	28.473	2.7895	317.77	9.1864	8.3176	1	5.2245e-17	1.0449e-16	1.6224e-15	True
chr13:100633454-100633477	RAD17	15.226	87.316	15.226	87.316	2.4443	2598.5	75.338	8.3055	1	5.1764e-17	1.0353e-16	1.6224e-15	True
chr8:70756003-70756026	RAB3A	14.139	82.571	14.139	82.571	2.4647	2341.5	67.91	8.3041	1	5.2556e-17	1.0511e-16	1.6266e-15	True
chr10:75916840-75916863	SMARCB1	5.438	40.811	5.438	40.811	2.6992	625.62	18.211	8.2889	1	6.3595e-17	1.2719e-16	1.9616e-15	True
chr8:13165945-13165968	LAMP1	8.7008	56.945	8.7008	56.945	2.5785	1163.8	34.605	8.2013	1	1.2783e-16	2.5567e-16	3.9299e-15	True
chr9:21203434-21203457	PDE4A	94.621	357.81	94.621	357.81	1.9078	34633	1033.1	8.188	1	1.3298e-16	2.6597e-16	4.0746e-15	True
chr15:51799308-51799331	EIF3H	33.716	158.5	33.716	158.5	2.1999	7785.3	232.46	8.1843	1	1.3886e-16	2.7772e-16	4.2406e-15	True
chr7:24125595-24125618	ZFP112	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr17:28201268-28201291	ZFP523	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr5:123642583-123642606	CLIP1	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr14:70578933-70578956	NUDT18	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr2:23155723-23155746	MASTL	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chrX:44367775-44367798	DCAF12L2	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr6:128404971-128404994	NRIP2	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr9:106243307-106243330	ALAS1	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr6:37871222-37871245	TRIM24	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr2:178413980-178414003	PPP1R3D	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr16:30600949-30600972	FAM43A	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr17:46302368-46302391	DLK2	1.0876	13.287	1.0876	13.287	2.7748	74.415	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chrX:74023166-74023189	IRAK1	0	13.287	1.0876	13.287	2.7748	88.275	2.2222	8.1837	1	1.7937e-16	3.5874e-16	5.2509e-15	True
chr6:83109366-83109389	MRPL53	6.5256	45.556	6.5256	45.556	2.6291	761.69	23.33	8.0807	1	3.5318e-16	7.0636e-16	1.0306e-14	True
chr2:126720066-126720089	USP8	28.278	136.67	28.278	136.67	2.2333	5874.3	180.82	8.0607	1	3.8607e-16	7.7214e-16	1.123e-14	True
chr14:33343258-33343281	ARHGAP22	2.1752	20.88	2.1752	20.88	2.7847	174.93	5.394	8.0537	1	4.8651e-16	9.7301e-16	1.4063e-14	True
chr13:100633453-100633476	RAD17	40.241	179.38	40.241	179.38	2.1289	9679.5	299.59	8.0386	1	4.5908e-16	9.1815e-16	1.3312e-14	True
chr8:41261098-41261121	PCM1	26.102	128.13	26.102	128.13	2.2523	5204.5	161.34	8.0322	1	4.8828e-16	9.7657e-16	1.407e-14	True
chr8:69707574-69707597	ZFP869	9.7884	60.742	9.7884	60.742	2.5168	1298.1	40.713	7.9855	1	7.4641e-16	1.4928e-15	2.1441e-14	True
chr6:28244399-28244422	ZFP800	18.489	97.756	18.489	97.756	2.3412	3141.6	98.991	7.967	1	8.3943e-16	1.6789e-15	2.4038e-14	True
chr3:62603778-62603801	GPR149	7.6132	50.302	7.6132	50.302	2.5744	911.15	28.803	7.9541	1	9.7848e-16	1.957e-15	2.7932e-14	True
chr13:70836299-70836322	ADAMTS16	8.7008	55.047	8.7008	55.047	2.5305	1074	34.605	7.8786	1	1.7794e-15	3.5587e-15	5.0638e-14	True
chr2:150688606-150688629	VSX1	4.3504	33.218	4.3504	33.218	2.677	416.67	13.482	7.8621	1	2.1409e-15	4.2818e-15	6.0551e-14	True
chrX:13132079-13132102	USP9X	4.3504	33.218	4.3504	33.218	2.677	416.67	13.482	7.8621	1	2.1409e-15	4.2818e-15	6.0551e-14	True
chr8:84832439-84832462	GADD45GIP1	5.438	38.913	5.438	38.913	2.6322	560.27	18.211	7.8441	1	2.4262e-15	4.8524e-15	6.8409e-14	True
chr5:145165068-145165091	PTCD1	11.964	69.283	11.964	69.283	2.4387	1642.8	53.786	7.8157	1	2.8803e-15	5.7606e-15	8.0966e-14	True
chr2:126736432-126736455	USP8	14.139	77.825	14.139	77.825	2.3804	2028	67.91	7.7282	1	5.6975e-15	1.1395e-14	1.5967e-13	True
chr17:37020665-37020688	MOG	3.2628	26.574	3.2628	26.574	2.6935	271.72	9.1864	7.6913	1	8.4754e-15	1.6951e-14	2.3537e-13	True
chr10:39947917-39947940	G630090E17RIK	6.5256	43.658	6.5256	43.658	2.569	689.41	23.33	7.6877	1	8.2153e-15	1.6431e-14	2.2953e-13	True
chr17:46206492-46206515	XPO5	10.876	63.589	10.876	63.589	2.4432	1389.3	47.112	7.6798	1	8.4446e-15	1.6889e-14	2.3522e-13	True
chr15:98120864-98120887	PFKM	2.1752	19.931	2.1752	19.931	2.7207	157.63	5.394	7.6451	1	1.265e-14	2.53e-14	3.5023e-13	True
chr4:124885776-124885799	EPHA10	0	12.338	1.0876	12.338	2.6756	76.115	2.2222	7.5471	1	2.9016e-14	5.8033e-14	7.9618e-13	True
chr4:155250574-155250597	2610002J02RIK	0	12.338	1.0876	12.338	2.6756	76.115	2.2222	7.5471	1	2.9016e-14	5.8033e-14	7.9618e-13	True
chr11:115624002-115624025	SLC25A19	0	12.338	1.0876	12.338	2.6756	76.115	2.2222	7.5471	1	2.9016e-14	5.8033e-14	7.9618e-13	True
chr10:111976749-111976772	KRR1	18.489	93.011	18.489	93.011	2.2701	2776.7	98.991	7.49	1	3.555e-14	7.1101e-14	9.7256e-13	True
chr4:14775064-14775087	LRRC69	16.314	84.469	16.314	84.469	2.3035	2322.5	83	7.481	1	3.8295e-14	7.659e-14	1.0445e-12	True
chr4:129181985-129182008	S100PBP	54.38	214.49	54.38	214.49	1.9602	12818	462.32	7.4466	1	4.8158e-14	9.6315e-14	1.3097e-12	True
chr4:58841493-58841516	AI314180	14.139	74.978	14.139	74.978	2.3273	1850.7	67.91	7.3827	1	8.1028e-14	1.6206e-13	2.1971e-12	True
chr4:116992659-116992682	UROD	3.2628	25.625	3.2628	25.625	2.6429	250.04	9.1864	7.3782	1	9.339e-14	1.8678e-13	2.5101e-12	True
chr7:43721441-43721464	KLK13	3.2628	25.625	3.2628	25.625	2.6429	250.04	9.1864	7.3782	1	9.339e-14	1.8678e-13	2.5101e-12	True
chr10:79815197-79815220	PALM	3.2628	25.625	3.2628	25.625	2.6429	250.04	9.1864	7.3782	1	9.339e-14	1.8678e-13	2.5101e-12	True
chr3:94886614-94886637	PSMB4	4.3504	31.32	4.3504	31.32	2.5947	363.68	13.482	7.3452	1	1.165e-13	2.3301e-13	3.1221e-12	True
chr13:23356858-23356881	ZFP322A	7.6132	46.505	7.6132	46.505	2.4635	756.3	28.803	7.2467	1	2.3153e-13	4.6306e-13	6.1688e-12	True
chr13:32722224-32722247	MYLK4	7.6132	46.505	7.6132	46.505	2.4635	756.3	28.803	7.2467	1	2.3153e-13	4.6306e-13	6.1688e-12	True
chr11:70005501-70005524	DVL2	2.1752	18.982	2.1752	18.982	2.6538	141.23	5.394	7.2364	1	2.7905e-13	5.581e-13	7.3921e-12	True
chr15:58191433-58191456	FBXO32	21.752	102.5	21.752	102.5	2.1856	3260.2	124.55	7.2355	1	2.3795e-13	4.7591e-13	6.3216e-12	True
chr16:33062712-33062735	LMLN	45.679	182.22	45.679	182.22	1.9728	9322.3	359.5	7.2015	1	3.0006e-13	6.0012e-13	7.9258e-12	True
chr17:24896852-24896875	NME3	11.964	64.538	11.964	64.538	2.3379	1382	53.786	7.1687	1	3.9915e-13	7.9831e-13	1.0513e-11	True
chr8:70600428-70600451	SSBP4	25.015	112.94	25.015	112.94	2.1309	3865.5	151.86	7.135	1	4.944e-13	9.8879e-13	1.2984e-11	True
chr4:132544720-132544743	DNAJC8	6.5256	40.811	6.5256	40.811	2.474	587.74	23.33	7.0982	1	6.9306e-13	1.3861e-12	1.815e-11	True
chr7:105481841-105481864	PRKCDBP	4.3504	30.371	4.3504	30.371	2.5517	338.53	13.482	7.0867	1	7.7875e-13	1.5575e-12	2.0336e-11	True
chr11:6519038-6519061	MYO1G	8.7008	50.302	8.7008	50.302	2.4028	865.31	34.605	7.0719	1	8.2134e-13	1.6427e-12	2.1333e-11	True
