id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SPP2	5	0.98385	0.98381	0.999361	971	0	0.62541	0.021589	0.068252	0.805049	78	4	0.62541
SERPINB12	5	0.98468	0.98457	0.999361	972	0	0.97639	0.0074156	0.028916	0.700495	37	4	0.97639
ACCSL	5	0.9851	0.98502	0.999361	973	0	0.63817	0.017472	0.056965	0.805049	62	4	0.63817
CERKL	5	0.9853	0.98521	0.999361	974	0	0.96609	0.030874	0.092431	0.805049	106	3	0.96609
GLI3	5	0.98654	0.98641	0.999361	975	0	0.62066	0.026654	0.081411	0.805049	93	3	0.62066
AK8	5	0.98853	0.98848	0.999361	976	0	0.85433	0.031634	0.094203	0.805049	109	3	0.85433
VMN1R74	3	0.98927	0.98933	0.999361	977	0	0.80928	0.010727	0.027946	0.700495	44	3	0.80928
SLC35F4	5	0.9897	0.98948	0.999361	978	0	1.3273	0.0014695	0.0062723	0.689081	8	4	1.3273
DUSP11	5	0.98974	0.98951	0.999361	979	0	0.87552	0.011037	0.038946	0.794807	48	4	0.87552
CDC42BPA	5	0.99022	0.98986	0.999361	980	0	0.98562	0.0061378	0.024678	0.689081	33	4	0.98562
MNDAL	3	0.99064	0.9907	0.999361	981	0	1.4171	0.009359	0.024807	0.689081	42	3	1.4171
SLC34A2	5	0.9909	0.99036	0.999361	982	0	0.7414	0.025906	0.079223	0.805049	90	4	0.7414
ENKUR	5	0.99259	0.99219	0.999361	983	0	0.73394	0.020828	0.066262	0.805049	76	4	0.73394
OLFR859	4	0.99311	0.99339	0.999361	984	0	0.55367	0.0068858	0.024005	0.689081	35	4	0.55367
ZMAT4	5	0.99329	0.99312	0.999361	985	0	0.8249	0.019039	0.061272	0.805049	68	4	0.8249
PDE1A	5	0.99413	0.99403	0.999361	986	0	0.63176	0.0058702	0.023767	0.689081	31	5	0.63176
ANKS4B	5	0.99418	0.9941	0.999361	987	0	1.1594	0.0019291	0.0082723	0.689081	10	5	1.1594
ACTL9	5	0.99469	0.99479	0.999361	988	0	0.69638	0.0053121	0.021807	0.689081	29	5	0.69638
SIRT5	5	0.99476	0.99486	0.999361	989	0	0.52282	0.0052383	0.02146	0.689081	28	5	0.52282
MAGEA10	5	0.99485	0.99499	0.999361	990	0	0.3966	0.0051492	0.021114	0.689081	27	5	0.3966
DENND3	5	0.99501	0.99519	0.999361	991	0	0.6707	0.0049904	0.02051	0.689081	26	5	0.6707
ITGA10	5	0.99584	0.99604	0.999361	992	0	0.44293	0.0041648	0.017421	0.689081	21	5	0.44293
REEP1	4	0.99616	0.99632	0.999361	993	0	0.80289	0.0038353	0.013837	0.689081	20	4	0.80289
2210415F13RIK	4	0.99628	0.9964	0.999361	994	0	0.98229	0.0037158	0.013411	0.689081	18	4	0.98229
BLMH	5	0.99656	0.9966	0.999361	995	0	0.56753	0.0034406	0.014728	0.689081	17	5	0.56753
A530016L24RIK	5	0.99669	0.99671	0.999361	996	0	0.48254	0.0033143	0.014243	0.689081	16	5	0.48254
HTR1B	5	0.99738	0.99743	0.999361	997	0	0.96061	0.0026182	0.011233	0.689081	12	5	0.96061
CCDC102A	5	0.9989	0.999	0.999361	998	0	1.8149	0.00022501	0.001005	0.502475	2	5	1.8149
PCDHB6	5	0.99913	0.9992	0.999361	999	0	0.84647	0.00087377	0.0038861	0.64769	6	5	0.84647
MEF2C	5	0.99928	0.99936	0.999361	1000	0	0.74692	0.00071875	0.0030842	0.616832	5	5	0.74692
